11,10,10,9,7,6,5,4,3,3,4,4,5,5,5,6,6,6,7,6,7,6,7,6,8,8,7,9,8,9,9,9,9,8,9,8,9,10,10,11,10,11,12,12,12,13,13,13,15,15,16,17,0
15,14,13,12,10,9,8,6,5,5,5,6,7,7,8,9,9,9,9,9,10,10,10,9,10,11,11,11,11,12,11,11,12,11,12,12,12,12,13,13,14,15,15,15,16,16,18,17,18,19,20,21,0
13,13,11,11,9,8,7,6,5,4,5,6,6,7,8,8,8,9,9,9,8,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,14,14,15,15,17,17,18,19,19,20,0
13,13,11,10,9,7,6,4,4,4,4,4,4,5,7,7,8,7,8,8,8,8,9,8,8,9,9,9,9,9,9,10,9,10,10,10,10,11,11,11,12,13,13,14,15,14,16,16,16,18,18,19,0
11,10,10,9,8,8,6,5,4,4,4,4,4,5,5,6,7,7,8,7,8,7,7,7,7,8,8,7,8,8,9,9,9,9,9,10,10,10,10,10,11,11,12,12,13,13,14,14,15,15,16,17,0
14,12,9,7,8,5,6,5,3,3,4,4,4,6,5,7,6,7,6,6,7,6,8,7,8,8,8,8,8,8,8,8,9,8,8,8,9,10,9,11,11,11,12,12,12,13,13,13,15,15,16,16,0
12,12,10,10,9,7,5,5,4,4,4,4,5,6,6,7,7,7,7,7,7,7,8,9,9,8,8,9,9,9,9,9,9,9,9,9,10,10,10,11,11,12,13,13,13,13,14,14,16,16,16,17,0
14,13,12,11,9,8,7,5,5,5,4,5,7,6,7,8,9,9,10,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,11,11,13,12,12,13,13,15,15,16,16,16,17,17,18,18,20,21,0
14,13,12,11,9,8,7,5,6,5,5,6,6,7,8,8,9,9,9,9,9,9,10,9,10,10,10,10,11,11,11,11,11,11,12,11,13,12,12,13,13,15,15,15,15,15,17,16,17,19,20,20,0
12,11,10,10,9,7,6,5,4,4,4,4,5,6,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,11,12,11,12,13,14,14,13,15,15,16,17,17,18,0
16,16,14,12,12,10,8,6,7,6,6,7,8,9,8,10,10,10,10,11,11,11,10,10,11,12,11,13,11,11,13,13,14,13,9,13,14,14,14,14,15,16,17,16,16,17,18,18,20,20,21,22,0
13,13,11,10,9,7,6,5,4,4,4,4,4,5,6,7,8,8,8,8,8,8,9,8,7,9,8,9,9,9,9,9,9,9,9,10,10,10,10,11,11,12,12,12,13,13,14,14,15,16,16,16,0
14,14,12,12,10,9,7,6,6,6,5,5,7,8,8,8,8,9,9,9,9,10,9,10,10,10,10,10,11,11,12,12,11,11,11,11,13,12,13,13,12,15,15,15,15,16,17,17,18,18,20,20,0
13,12,11,10,10,8,6,6,4,5,5,5,8,7,7,7,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,11,10,10,11,11,11,11,12,12,13,13,14,14,15,15,16,15,17,17,18,18,0
12,11,10,9,10,8,8,6,5,5,4,6,5,6,6,7,7,7,9,8,8,8,8,8,8,9,8,9,9,9,9,9,9,9,8,9,10,10,10,11,10,11,11,12,13,13,13,13,13,14,15,16,0
13,12,11,10,9,7,6,5,5,4,4,5,5,6,6,7,7,8,7,8,8,8,8,8,8,8,8,9,9,9,9,10,10,9,9,9,10,11,11,12,11,12,13,13,14,14,14,15,16,16,17,16,0
12,12,11,11,9,8,7,6,5,4,4,5,5,5,6,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,11,11,10,11,11,11,12,13,13,14,14,14,15,15,16,16,0
12,11,11,11,9,8,6,5,5,4,4,5,5,6,7,7,7,7,7,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,11,11,11,11,12,12,13,13,13,14,14,14,15,16,16,0
15,14,13,13,9,9,7,6,5,5,6,5,7,7,7,8,8,8,10,9,9,9,9,9,10,9,10,10,11,10,11,11,11,12,11,11,12,12,13,13,13,14,14,15,15,15,16,17,17,18,18,19,0
12,12,11,9,8,8,6,5,5,3,4,5,5,4,6,6,7,7,7,7,8,8,8,8,8,8,8,8,9,8,9,10,9,9,9,8,10,11,11,11,11,12,12,13,13,14,13,13,13,16,16,18,0
13,13,12,11,9,9,8,5,5,5,5,6,5,6,6,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,11,11,11,12,12,13,13,14,14,14,15,15,15,16,17,18,0
13,12,11,10,9,7,7,5,5,4,5,5,6,6,7,8,8,8,8,9,9,9,9,9,9,9,9,11,10,11,10,11,11,11,11,11,11,12,11,12,13,12,14,15,15,15,16,16,17,17,17,18,0
13,12,11,10,9,8,7,6,4,5,4,5,6,7,7,7,8,8,9,10,9,9,9,9,9,9,9,9,11,10,10,11,11,11,11,11,11,12,12,13,13,13,13,15,15,16,16,16,17,17,18,19,0
13,12,12,10,9,9,7,7,5,5,5,6,6,6,7,7,7,8,9,9,8,8,8,9,9,9,9,10,9,9,10,11,10,9,11,9,10,11,11,11,12,13,13,14,14,14,15,14,15,17,17,17,0
15,14,12,12,10,9,8,7,6,6,5,7,6,8,8,9,9,9,10,11,10,10,10,10,11,11,11,11,11,11,11,11,12,13,13,12,13,13,13,14,14,15,15,16,16,16,17,18,18,18,19,19,0
13,11,11,10,10,8,7,5,5,4,4,6,5,6,7,7,7,7,8,8,9,9,8,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,12,12,12,13,13,14,14,14,15,16,17,17,18,0
13,13,11,9,9,8,6,6,4,4,5,4,5,6,6,6,7,7,7,7,7,8,8,7,8,8,8,8,7,9,8,9,9,9,10,9,9,10,11,11,11,11,12,12,13,12,13,13,14,14,15,16,0
14,13,13,12,10,9,7,7,5,5,6,6,7,7,8,9,9,10,10,10,10,10,10,10,10,11,10,11,11,11,11,11,12,12,14,13,13,13,13,14,14,15,15,15,16,16,16,17,19,18,19,19,0
12,12,11,10,9,7,6,6,5,5,4,4,6,6,7,7,7,7,8,8,8,8,8,9,9,9,9,9,10,9,9,10,10,10,10,10,11,11,11,11,11,11,13,13,14,13,14,15,14,16,16,17,0
13,12,12,11,9,9,7,7,5,5,5,6,6,6,7,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,10,11,12,12,11,12,12,13,14,13,14,14,15,16,16,17,17,17,0
14,14,12,11,10,10,7,7,7,4,5,5,7,7,8,7,8,9,9,9,10,10,8,10,10,9,10,10,10,9,11,11,11,12,12,10,12,13,12,14,11,13,14,14,15,13,15,16,16,18,16,17,0
12,13,11,10,10,8,8,6,5,5,5,5,5,7,7,8,8,8,9,9,9,9,9,9,10,9,9,9,10,10,10,10,10,11,11,11,11,10,12,12,12,12,13,14,14,14,14,14,15,15,17,17,0
12,11,11,9,8,6,6,5,4,4,3,4,5,6,6,7,7,7,7,8,8,8,8,8,8,8,8,10,8,10,8,9,11,9,10,11,10,10,11,11,11,11,13,12,13,13,14,14,14,15,16,16,0
13,13,11,10,9,7,6,4,4,4,4,3,5,7,7,7,8,9,9,10,9,9,9,9,10,9,10,10,10,9,9,11,10,10,11,10,12,11,12,13,13,13,13,14,13,14,16,15,16,15,16,19,0
13,11,10,10,8,7,8,5,5,4,5,6,7,6,8,9,8,9,9,9,9,10,9,9,9,10,10,10,10,11,11,11,11,11,13,11,11,12,12,13,13,13,14,15,16,15,16,16,16,18,18,19,0
13,12,10,10,9,8,7,5,4,4,4,4,6,7,7,8,8,8,9,9,9,9,9,9,9,9,10,10,11,10,11,11,11,11,11,12,11,12,12,13,13,14,14,14,15,15,16,15,17,20,17,19,0
13,11,11,10,9,7,6,5,5,4,4,5,6,6,8,8,8,9,9,9,10,9,9,10,10,10,9,11,10,11,10,10,11,11,11,12,12,12,12,12,13,13,14,13,14,14,15,15,16,16,17,17,0
12,12,10,9,9,7,7,5,4,5,5,6,6,8,8,9,9,9,9,10,9,10,9,10,10,10,10,10,10,10,11,12,11,12,11,12,13,13,13,14,14,14,15,15,15,15,16,17,17,17,18,17,0
11,11,10,9,9,7,5,4,4,4,4,5,5,6,6,7,7,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,14,14,14,14,15,15,15,16,16,17,0
12,11,10,9,8,7,6,4,4,3,4,4,5,5,7,8,9,9,9,9,9,9,9,9,9,9,10,10,9,10,10,10,10,11,11,11,12,12,13,13,13,14,14,14,15,15,16,15,16,17,18,18,0
11,10,9,8,7,6,5,3,3,3,4,4,6,6,7,8,9,9,9,9,9,9,9,9,9,9,9,10,11,10,11,11,11,11,11,11,12,12,13,13,13,14,14,14,14,14,15,16,16,17,17,17,0
9,9,9,7,7,4,5,3,3,3,4,4,5,6,7,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,11,11,11,11,12,12,12,12,13,13,13,14,13,14,14,15,16,16,17,0
10,10,8,8,7,6,4,4,2,3,4,4,5,5,5,7,7,7,7,8,8,8,8,8,8,8,7,9,9,9,9,9,10,9,9,10,10,10,10,11,10,10,11,11,11,11,12,12,13,13,13,14,0
12,11,11,9,8,6,5,4,4,4,5,6,7,7,8,9,9,10,10,11,11,11,11,11,11,11,11,12,12,12,12,13,13,13,12,13,13,14,14,14,14,15,15,15,15,16,16,17,17,18,18,18,0
9,9,7,6,6,5,4,3,3,3,4,4,6,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,10,9,10,10,10,10,10,10,10,11,10,11,11,11,12,12,12,12,13,13,13,14,14,14,0
13,11,10,9,8,7,6,4,4,5,6,7,7,9,10,10,10,11,12,11,12,11,12,12,11,12,12,12,12,13,14,14,14,14,14,13,14,13,14,14,14,14,15,15,16,16,17,17,17,19,18,19,0
11,11,9,9,6,6,5,4,4,5,5,6,8,8,9,9,10,10,11,11,11,11,11,11,11,11,12,11,12,12,12,13,13,13,12,12,13,13,13,13,13,14,14,14,15,15,15,16,16,16,16,17,0
10,9,9,9,7,6,5,4,4,3,4,5,6,7,8,9,9,9,9,10,10,10,10,10,10,11,10,11,10,10,11,11,11,11,11,11,12,12,12,12,12,13,13,13,13,14,14,14,15,16,15,15,0
12,11,10,9,9,7,6,5,4,4,4,6,6,7,8,8,10,10,10,10,11,11,10,11,11,11,11,11,11,12,12,12,12,12,12,13,12,12,13,14,14,14,13,14,13,16,16,16,15,14,16,17,0
12,11,10,10,9,7,6,6,6,6,6,6,8,9,9,10,10,10,12,12,13,13,12,12,13,12,11,13,12,12,14,13,14,14,13,14,13,15,15,14,13,15,15,14,15,16,16,16,16,16,17,17,0
11,10,9,9,8,7,6,4,5,4,5,6,7,7,9,9,10,10,11,11,11,11,10,11,11,11,11,11,12,12,12,13,13,13,12,11,12,12,13,14,14,14,14,14,15,14,15,15,16,16,17,17,0
10,10,9,8,7,6,5,5,5,5,6,7,8,8,9,9,11,9,11,11,11,11,11,11,11,11,11,11,11,11,12,11,12,11,13,12,13,12,13,13,13,13,13,14,13,14,15,14,14,15,16,17,0
11,11,10,9,9,7,7,6,6,6,6,8,9,8,9,10,11,11,11,12,12,12,11,12,12,12,11,12,12,12,12,13,13,14,12,12,13,13,13,13,13,13,14,14,14,14,15,15,16,16,16,17,0
11,11,9,9,7,6,6,5,5,6,7,7,8,8,10,11,11,11,11,12,12,12,12,11,12,12,11,12,13,13,13,13,13,13,14,13,14,13,13,14,14,14,15,15,15,15,16,16,15,16,17,18,0
9,9,8,7,6,5,4,4,4,4,5,5,7,8,8,8,9,9,10,10,10,10,10,10,11,10,10,10,11,10,11,11,11,11,12,11,11,12,12,11,11,13,13,14,13,14,13,14,15,15,14,16,0
9,8,9,8,7,6,6,4,4,4,6,6,7,7,9,10,10,10,11,12,11,11,11,11,11,12,12,11,12,12,13,12,13,13,13,13,13,13,13,13,13,14,14,16,15,14,15,14,16,16,17,17,0
11,9,9,8,8,6,6,4,4,5,6,7,8,8,9,10,10,11,12,12,12,11,12,11,12,11,12,12,13,12,13,13,13,13,13,13,13,14,14,14,14,13,16,15,15,15,15,16,17,17,17,18,0
12,9,9,8,8,5,4,5,4,5,6,7,8,9,9,10,10,10,11,12,11,11,11,11,12,11,11,12,12,12,12,13,13,13,12,13,13,13,13,14,14,14,15,14,15,15,16,16,16,17,17,18,0
12,11,10,9,9,7,6,6,6,5,6,7,8,9,9,11,11,11,11,12,13,12,13,12,12,12,13,13,13,14,13,13,14,14,14,14,15,15,15,15,15,15,16,16,16,16,17,17,17,17,18,19,0
12,11,10,9,8,7,6,6,5,5,6,6,8,9,9,11,11,11,11,12,11,11,11,11,12,12,12,13,13,13,13,13,14,13,13,14,14,14,14,14,14,15,15,16,16,16,16,16,17,18,19,19,0
10,10,8,8,7,6,5,5,4,5,6,7,9,9,9,8,10,9,11,11,12,12,10,10,10,11,11,12,12,12,13,13,13,13,13,12,13,14,14,14,13,14,14,15,16,14,16,16,17,17,18,19,0
12,11,10,9,8,7,6,5,5,5,6,7,9,9,10,10,11,11,11,11,12,12,12,12,12,12,12,11,13,13,13,14,13,14,13,13,14,14,14,15,16,16,16,16,16,16,17,17,18,18,19,19,0
11,9,9,9,8,6,5,5,5,5,5,6,7,8,8,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,11,12,12,13,13,13,13,15,13,14,15,13,15,16,15,15,16,16,17,16,0
12,11,9,9,8,7,5,5,5,4,6,6,7,8,9,9,10,11,10,11,10,11,11,11,11,11,11,11,12,12,13,13,13,13,14,14,14,14,14,14,15,15,15,16,16,16,16,16,16,17,18,19,0
11,11,10,9,8,7,6,5,4,5,5,6,7,7,8,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,12,11,12,12,12,12,12,13,13,13,13,13,14,14,14,14,15,15,16,16,17,17,0
12,11,11,10,9,8,7,6,5,5,5,6,7,7,8,9,9,9,9,10,10,10,10,11,11,10,11,11,11,11,12,12,12,12,12,13,13,13,13,14,13,14,14,14,15,15,15,16,16,17,17,17,0
9,10,7,9,8,7,6,5,4,4,4,5,5,5,6,6,7,7,8,8,8,7,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,9,10,10,10,11,11,11,12,12,12,12,12,13,14,14,0
11,11,10,9,9,7,6,5,5,6,6,6,6,7,7,8,8,9,9,10,10,9,8,9,9,9,9,9,10,10,11,11,11,11,10,11,11,11,12,12,12,13,14,14,13,12,14,15,15,16,16,16,0
13,10,11,11,8,8,8,7,6,6,7,8,8,8,9,9,9,10,10,10,9,10,10,10,10,10,10,10,10,10,11,12,11,12,12,12,13,12,12,13,14,14,14,14,15,15,16,16,16,16,17,17,0
13,13,11,11,10,8,8,8,7,7,8,8,9,9,9,10,10,10,11,11,11,10,11,10,10,10,11,11,11,12,12,12,12,12,12,13,13,13,13,13,14,15,15,14,15,16,17,16,16,17,18,17,0
13,12,12,11,10,9,8,7,7,7,7,6,7,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,9,10,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,14,15,15,15,16,16,0
12,11,11,10,10,8,8,7,8,8,7,8,9,9,9,9,10,10,10,10,10,10,10,10,9,10,9,10,10,9,10,11,11,10,12,13,11,11,12,12,13,13,14,13,13,14,15,14,15,15,16,16,0
9,9,8,7,7,6,6,6,6,6,6,6,5,6,8,8,7,8,8,7,9,8,7,7,8,7,7,8,7,9,8,8,8,9,10,9,9,9,9,8,9,9,10,9,10,10,10,10,12,11,12,13,0
14,13,12,12,11,11,10,9,9,9,9,9,10,10,10,12,12,12,12,11,11,11,11,11,11,11,11,12,11,11,12,12,12,12,12,12,13,14,13,13,13,14,14,15,15,16,15,15,17,17,17,17,0
14,14,13,13,11,10,10,9,9,9,9,10,11,11,11,11,11,12,11,12,12,12,12,11,11,11,11,11,11,11,11,12,12,11,12,13,13,13,11,13,14,14,14,14,14,15,16,15,16,17,18,18,0
15,14,14,15,13,13,12,12,11,11,11,11,12,12,12,13,13,13,13,13,13,13,12,13,13,13,12,12,12,12,13,13,13,13,13,14,14,14,14,15,14,15,15,15,16,16,16,16,18,18,18,17,0
13,13,14,12,12,11,11,10,10,10,10,11,11,11,11,11,11,11,11,11,12,12,11,11,12,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,14,14,15,14,15,16,16,18,0
16,15,14,13,13,12,12,11,11,11,11,11,11,12,11,11,12,11,13,13,13,12,12,11,11,12,12,12,12,11,12,13,12,13,13,13,14,13,12,14,14,14,14,14,14,16,15,15,17,16,17,18,0
14,14,13,14,13,12,10,10,10,10,10,11,10,11,11,11,11,11,12,11,11,11,11,12,10,11,11,10,10,11,11,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,16,16,17,0
15,16,13,13,13,12,12,11,11,10,11,11,11,11,11,12,12,11,12,12,12,12,11,11,11,12,11,11,11,11,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,14,15,16,15,16,16,17,0
15,14,14,14,13,12,12,12,11,11,11,11,11,11,11,12,12,12,11,12,12,12,12,12,12,11,11,11,12,11,13,13,13,13,13,13,13,13,13,14,15,14,14,15,14,14,15,16,17,17,17,18,0
14,13,13,13,11,10,10,10,9,9,9,10,10,9,10,10,11,11,10,11,11,11,10,10,10,10,10,10,10,10,10,11,12,11,10,11,11,12,12,12,12,12,13,13,13,12,14,14,15,16,15,16,0
13,13,11,12,10,10,10,9,9,9,8,9,9,9,9,9,9,9,9,10,10,10,9,10,9,9,9,9,9,10,10,9,10,9,9,11,11,10,11,11,11,11,11,13,12,13,12,13,13,13,14,16,0
16,15,14,14,13,12,11,11,10,10,10,10,10,10,11,11,12,12,12,12,11,11,11,11,11,11,11,10,11,11,11,11,12,11,13,12,12,12,13,12,13,14,13,14,14,14,15,15,15,16,17,17,0
14,13,12,12,11,10,10,9,9,9,9,9,9,9,9,10,10,9,11,10,10,10,9,9,10,9,9,9,9,9,10,10,10,10,10,10,10,11,10,11,10,11,12,12,12,12,13,14,15,16,16,16,0
14,13,12,12,11,10,9,9,9,9,9,9,10,10,10,9,9,9,10,10,9,9,9,10,10,9,9,9,10,10,10,11,11,10,11,11,11,11,11,11,11,12,13,13,13,13,14,13,15,15,16,16,0
14,14,13,13,12,11,10,9,9,9,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,11,10,10,11,11,11,12,13,13,13,13,13,14,14,14,15,15,15,16,17,17,0
14,12,13,12,11,11,9,9,9,9,9,9,9,10,10,11,11,11,11,10,11,11,10,11,11,11,10,10,11,11,11,12,12,12,11,13,13,13,13,13,13,13,15,14,15,14,16,15,17,17,17,17,0
14,12,13,12,11,10,10,9,9,9,9,10,10,11,10,11,11,10,10,12,10,11,10,11,11,11,11,11,10,11,11,12,13,12,13,13,13,13,14,14,14,14,15,14,15,16,16,17,17,17,18,18,0
13,12,12,11,11,9,9,8,8,8,8,8,9,9,9,10,10,9,10,10,10,9,9,9,9,9,10,10,10,10,11,12,11,12,10,10,12,13,13,13,13,13,14,14,16,15,17,16,17,17,18,18,0
13,13,12,10,9,10,8,8,8,8,8,9,9,9,10,10,10,10,11,11,11,10,10,10,10,10,10,11,12,11,12,12,12,13,11,13,13,13,14,14,14,15,16,15,16,16,17,18,18,19,19,20,0
10,9,9,8,7,7,7,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9,10,10,10,10,11,11,11,11,12,12,13,12,13,14,14,15,0
13,11,11,11,9,9,9,7,7,7,8,8,8,9,8,9,9,9,9,9,10,10,9,9,10,9,10,10,11,11,11,12,13,13,13,13,13,13,13,13,14,15,16,15,16,16,16,17,17,18,18,19,0
11,11,10,9,8,7,7,6,6,5,5,5,6,7,8,8,8,7,8,9,7,8,7,9,8,8,9,9,9,9,9,10,10,10,10,10,11,12,13,13,13,13,14,14,15,14,16,16,16,16,17,17,0
13,12,11,11,10,9,7,6,7,6,7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,12,12,13,13,14,14,13,15,15,16,16,16,16,17,17,17,18,19,0
12,11,10,9,8,7,6,6,5,6,5,5,7,7,7,7,8,8,9,9,9,8,8,9,8,8,9,9,9,9,10,10,10,11,11,12,12,12,13,13,13,14,14,15,15,14,16,16,16,17,19,19,0
13,13,12,11,10,8,8,7,7,6,7,7,7,7,8,9,8,8,9,9,9,9,9,9,9,9,9,9,11,10,10,11,11,11,11,11,11,13,13,13,14,14,14,14,16,15,16,16,16,17,17,19,0
13,12,11,11,10,9,8,8,7,6,6,6,6,7,8,8,8,8,9,9,9,9,8,9,9,9,9,9,9,9,10,10,11,11,11,11,12,12,12,12,13,13,13,14,14,14,15,15,15,15,17,17,0
14,13,13,12,11,9,8,8,7,6,7,7,7,7,8,8,9,9,9,9,9,8,9,9,9,9,9,10,10,10,11,11,11,11,12,12,12,12,13,13,14,14,14,15,15,15,16,16,17,18,18,19,0
14,14,13,11,11,9,8,8,7,7,7,6,7,7,7,8,8,8,9,9,9,9,9,8,8,8,9,10,9,10,9,11,11,10,11,11,12,13,13,13,13,12,14,14,14,14,15,15,16,17,17,17,0
15,15,14,12,11,11,11,9,8,7,9,9,8,9,9,9,10,10,9,11,10,10,10,9,10,10,10,10,11,11,12,12,12,12,11,13,13,13,13,14,14,15,15,15,16,16,15,16,17,18,18,18,0
17,16,15,15,12,11,10,9,9,9,8,9,9,9,9,10,10,10,11,10,10,10,9,11,10,10,11,10,11,11,11,11,12,11,12,11,13,13,13,14,13,14,14,15,16,14,16,16,16,16,18,19,0
16,16,16,14,13,12,10,10,9,9,9,9,9,10,9,11,10,10,10,11,12,11,11,11,11,10,11,11,11,11,12,12,13,12,12,13,13,13,13,14,14,14,15,15,16,15,16,16,17,18,18,18,0
12,17,13,12,12,11,10,10,9,9,8,8,8,8,9,10,11,9,11,10,11,10,9,10,9,11,10,10,11,11,12,11,11,11,11,11,12,12,12,13,12,13,13,13,13,13,14,14,15,16,16,17,0
16,11,17,17,13,11,10,11,9,10,10,9,9,9,10,12,11,11,11,12,11,11,12,10,11,11,12,11,10,12,11,12,12,13,16,14,13,12,13,14,14,15,15,15,15,15,16,16,17,18,18,18,0
16,15,13,13,11,10,9,8,8,8,8,8,8,9,9,9,9,9,10,10,10,10,9,10,9,9,9,10,10,10,10,11,11,11,11,11,11,12,12,12,12,13,13,13,13,13,14,14,15,17,17,17,0
16,16,15,14,13,11,10,9,9,9,9,9,9,10,10,11,10,11,11,11,10,10,10,10,10,9,10,11,11,11,11,11,11,11,11,11,13,12,13,13,13,13,13,14,14,14,14,15,15,16,17,17,0
18,17,16,15,13,12,12,10,9,9,9,9,9,10,10,11,11,11,11,10,12,11,12,12,10,11,11,11,11,12,11,11,11,11,10,11,13,12,12,12,14,13,13,14,15,14,16,15,17,17,18,19,0
18,16,14,14,14,11,11,9,9,8,10,10,10,10,11,11,11,11,12,11,12,11,11,11,11,11,11,11,11,11,12,12,12,11,12,12,13,13,13,13,12,13,14,13,14,15,16,15,16,17,17,20,0
14,14,13,13,11,10,9,8,9,7,8,8,8,8,9,9,11,9,10,10,10,9,9,10,10,9,10,9,10,10,10,11,10,11,9,9,11,11,11,11,11,11,11,13,12,12,13,13,14,16,16,15,0
16,14,14,13,12,10,10,9,9,9,8,8,10,9,10,11,10,11,11,11,11,11,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,12,13,13,13,13,14,15,16,16,17,0
15,14,14,13,12,11,10,9,9,9,9,9,10,10,11,10,11,11,11,11,12,11,11,11,11,11,11,11,10,11,11,12,11,12,11,11,11,11,11,11,13,12,12,13,13,13,15,16,16,15,17,17,0
40,40,36,37,29,26,29,27,26,22,24,26,25,25,28,31,30,23,26,30,31,30,25,26,31,28,28,31,28,23,25,30,33,30,24,36,30,33,33,35,30,34,36,38,35,37,36,42,42,42,43,42,0
18,17,17,16,15,13,13,12,12,11,12,13,13,13,14,14,14,14,14,14,15,14,13,14,14,14,13,14,14,13,13,13,13,13,14,13,14,13,14,14,14,15,15,14,15,15,16,16,17,18,18,18,0
19,19,18,16,15,14,13,13,13,13,13,13,13,14,15,15,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,13,14,13,14,14,13,14,14,13,14,14,14,16,16,16,16,16,17,18,19,19,0
18,17,15,16,13,14,13,13,12,12,12,13,13,13,13,13,13,13,14,13,14,13,13,13,13,13,13,13,13,12,12,12,12,13,15,14,13,12,13,13,13,14,13,14,14,14,15,15,16,16,17,18,0
